location,GADM_boxes,date,time,caption
Port-au-Prince,"[99/8/33]",20141206,115915+0000,"An anti-government protester holds up an image of Haiti's former President Jean Bertrand Aristide that reads in Creole \"Our strength is in Aristide\" during a demonstration calling for the resignation of Haiti's President Michel Martelly in Port-au-Prince, Haiti, Saturday, Dec. 6, 2014. Protesters marched for the second time in two days amid anger over delayed elections and other issues. (AP Photo/Dieu Nalio Chery)"
Brussels,"[22/2/2]",20141001,124914+0000,"A woman protests against the nomination of European Union Commissioner designate for Climate Action & Energy Miguel Arias Canete  in front of the European Parliament in Brussels on Wednesday, Oct. 1, 2014. Protestors want to stop Miguel Arias Canete from being confirmed as climate commissioner due to his conflict of interest with family fossil fuel holdings. (AP Photo/Geert Vanden Wijngaert)"
Hong Kong,"[102]",20141017,101101+0000,"Local residents shout at pro-democracy protesters on a main street in Mong Kok district in Hong Kong Friday, Oct. 17, 2014. Riot police cleared an offshoot Hong Kong pro-democracy protest zone in a dawn raid on Friday, taking down barricades, tents and canopies that have blocked key streets for more than two weeks, but leaving the city's main thoroughfare still in the hands of the activists. (AP Photo/Vincent Yu)"
Atlanta,"[240/11/444]",20140904,064755+0000,"Protestors demonstrate outside a Burger King fast food restaurant calling for workers to be paid a minimum of $15 per hour, Thursday, Sept. 4, 2014, in Atlanta. Calling for higher pay and the right to form a union without retaliation, fast-food chain workers and community supporters in Atlanta protested Thursday as part of a wave of strikes and protests in 150 cities across the U.S. (AP Photo/David Goldman)"
Sao Paulo,"[32/25/5212]",20150126,110252+0000,"Demonstrators hold signs that reads in Portuguese \"The water is at its end, our patience too,\" as they protest against the rationing of water outside the official residence of Sao Paulo's Governor Geraldo Alckmin in Sao Paulo, Brazil, Monday, Jan. 26, 2015. The system of reservoirs and rivers that provide water to millions in this city have received less rainfall than hoped in the worst drought in more than 80 years, raising fears they won't be replenished as hoped. (AP Photo/Andre Penner)"
Hong Kong,"[102]",20141113,132902+0000,"Anti-government posters are seen in an occupied area outside government headquarters in Hong Kong's Admiralty district Thursday, Nov. 13, 2014. U.S. President Barack Obama said Wednesday that the U.S. had no role in fostering pro-democracy protests that have shut down parts of Hong Kong for six weeks, denying allegations in Chinese state media. (AP Photo/Vincent Yu)"
Hong Kong,"[102]",20141012,092518+0000,"A protester sleeps in front of a jewelry store on a main road in an area occupied by pro-democracy demontrators in Hong Kong's Mongkok district, Sunday, Oct. 12, 2014. Students leading pro-democracy protests in Hong Kong issued an open letter Saturday to Chinese President Xi Jinping, urging him to consider political reforms in the city and blaming the city's unpopular leader for the demonstrations.  (AP Photo/Kin Cheung)"
London,"[239/1/103,239/1/100,239/1/109,239/1/46,239/1/34,239/1/32,239/1/45,239/1/14,239/1/56,239/1/31,239/1/89,239/1/50,239/1/54]",20140911,120244+0000,"Bus drivers chant slogans during a protest over pay dispute, in central London, Thursday, Sept. 11, 2014. Hundreds of London's bus drivers, all members of the UK's union Unite, took to the streets to demand a reinstatement of collective bargaining for all bus drivers across London. The union's 25,000 bus driver members, from over a dozen bus companies in London are demanding 'sector wide negotiations' between their union and their employers. (AP Photo/Lefteris Pitarakis)"
Dublin,"[109/6/0]",20141210,164154+0000,"Riot police protect Leinster House, in Dublin city centre, Ireland, Wednesday, Dec. 10, 2014.  Thousands of people protested in Dublin Wednesday against the introduction of water tax charges in the Republic of Ireland.  (AP Photo/Peter Morrison)"
SeaTac,"[240/48/2971]",20150415,142642+0000,"Protesters at a rally for fair wages march past art on a nearby wall Wednesday, April 15, 2015, in Seattle. Across the U.S., fast-food and other low-wage workers are calling for protests for a $15 an hour wage in what organizers are calling one of the biggest mobilizations of workers. (AP Photo/Elaine Thompson)"
Tbilisi,"[85/12/69]",20141115,172529+0000,"An elderly Georgian demonstrator shouts anti-Russian slogans during a rally in Tbilisi, Georgia, Saturday, Nov. 15, 2014. Tens of thousands of people rallied in Georgia's capital on Saturday to protest a planned agreement between Russia and Georgia's separatist province. Demonstrators are denouncing the deal to be signed by Russia and Abkhazia province as a step toward annexation of the Black Sea region by Moscow. (AP Photo/Shakh Aivazov)"
Yerevan,"[12/4/0]",20141010,183012+0000,"Protesters hold Armenian flags during an opposition rally in Yerevan, Armenia, Friday, Oct. 10, 2014. About 12,000 people rallied in the capital of Armenia to protest an impending constitutional reform that they fear could be abused by the incumbent president. (AP Photo/Vahan Stepanyan, PAN Photo)"
Hong Kong,"[102]",20141206,154119+0000,"Tents are set up at the occupied area outside government headquarters in Hong Kong Saturday, Dec. 6, 2014. Hong Kong student leaders said Thursday they're considering retreating from protest sites on city streets after more than two months in the latest sign that momentum is fading in their movement for greater democracy. (AP Photo/Kin Cheung)"
New York,"[240/33/1874,240/33/1872,240/33/1854,240/33/1833,240/33/1862]",20140922,120112+0000,"Demonstrators stage a sit-in on Broadway during a march protesting for action on climate change and Wall Street greed, Monday, Sept. 22, 2014, in New York, a day after a huge climate march in New York City. (AP Photo/John Minchillo)"
Hong Kong,"[102]",20141004,103127+0000,"A protester carries a shield from the Captain America comic during a rally outside government headquarters one day after protesters were threatened by residents and pro-Beijing supporters in Kowloon's crowded Mong Kok district Saturday, Oct. 4, 2014 in Hong Kong. Police arrested 19 people, some believed to have organized crime ties, during a night of running brawls stretching into Saturday as mobs tried to drive pro-democracy protesters from the streets where they've held a weeklong, largely peaceful demonstration.  (AP Photo/Vincent Yu)"
Hong Kong,"[102]",20141113,150840+0000,"A man walks past a broken umbrella in an occupied area outside government headquarters in Hong Kong's Admiralty district Thursday, Nov. 13, 2014. U.S. President Barack Obama said Wednesday that the U.S. had no role in fostering pro-democracy protests that have shut down parts of Hong Kong for six weeks, denying allegations in Chinese state media. (AP Photo/Vincent Yu)"
Washington,"[240/9/317]",20140802,140520+0000,"Alhoucine Jouhari, 8, of Falls Church, Va.,  center in white, shouts with during rally to end violence in Gaza near the White House in Washington, Saturday, Aug. 2, 2014. Following the quick collapse of the cease-fire in Gaza, Israeli Prime Minister Benjamin Netanyahu told the White House not to force a truce with Palestinian militants on Israel. (AP Photo/Susan Walsh)"
Atlanta,"[240/11/444]",20140424,122100+0000,"Ayana Bell with the Atlanta North Georgia Labor Council wears a t-shirt protesting a deal between the U.S. Post Office and Staples that will privatize USPS retail services, as she takes a photo during a demonstration outside a Staples store, Thursday, April 24, 2014, in Atlanta. Thousands of postal workers picketed outside Staples stores nationwide Thursday to protest a pilot program that allows the office supply chain to handle U.S. mail. The American Postal Workers Union fears layoffs and post office closings and says that unlike retail workers, postal workers \"have taken an oath to protect the sanctity of the mail.\" (AP Photo/David Goldman)"
La Paz,"[27/4]",20140808,111544+0000,"Aymara women march holding posters with a message that reads in Spanish; \"Bolivia condemns genocide in Gaza. Palestine, resist\" during a rally in support of the Palestinian people and against Israel's offensive in Gaza, in La Paz, Bolivia, Friday, Aug. 8, 2014. (AP Photo/Juan Karita)"
Makati,"[177/q47/952]",20141003,095832+0000,"Protesters, expressing their solidarity with the pro-democracy protest in Hong Kong, are prevented by Chinese Consulate security from holding their rally beyond the roped off area at the Consulate at the financial district of Makati city, east of Manila, Philippines Friday, Oct. 3, 2014. Hong Kong protesters on Friday welcomed an overnight offer by the territory's leader of talks to defuse the crisis over demonstrations seeking democratic reforms, though they continued to demand he resign and maintained barricades around government headquarters, frustrating staff going to work. (AP Photo/Bullit Marquez)"
Rio de Janeiro,"[32/19]",20150331,121736+0000,"People hold hands to pray as they protest the housing shortage and money spent on the upcoming Olympics Games, as well as demand proper housing in Rio de Janeiro, Brazil, Tuesday, March 31, 2015. The demonstrators were evicted recently from a parking lot at the state water and sewage company, CEDAE, where they were living for one week. (AP Photo/Silvia Izquierdo)"
Letpadan,"[154/2/9]",20150303,201743+0000,"A supporter of students takes pictures with a mobile phone as protesters try to break through a police human-chain in Letpadan, north of Yangon, Myanmar, Tuesday, Mar. 3. 2015. Hundreds of police formed a human chain around student protesters who were staging a sit-in on a road Tuesday after being blocked from marching to Yangon, Myanmar's biggest city, to protest a newly passed law that they say curbs academic freedom. (AP Photo/Gemunu Amarasinghe)"
New Delhi,"[105/10/121]",20141202,144855+0000,"Protesters from the Indian state participate in a rally in New Delhi, India, Tuesday, Dec. 2, 2014. Thousands of workers, farmers, pensioners, slum dwellers and other underprivileged people gathered near the Indian parliament raising various economic and social rights including pension, food, employment and healthcare among others. (AP Photo/Manish Swarup)"
Hong Kong,"[102]",20141126,110149+0000,"Police officers remove the barricades made up mostly of wooden pallets by demonstrators decorated with a banner reading: \"Revolution should be accomplished\" at an occupied area in Mong Kok district of Hong Kong Wednesday, Nov. 26, 2014. Hong Kong authorities cleared street barricades from a pro-democracy protest camp in the volatile Mong Kok district for a second day Wednesday after a night of clashes. (AP Photo/Kin Cheung)"
Hong Kong,"[102]",20141021,184451+0000,"Pro-democracy protesters watch live televised talks between Hong Kong government officials and students at an occupied area outside the government headquarters in Hong Kong's Admiralty district,Tuesday, Oct. 21, 2014.  Hong Kong officials and student leaders held talks Tuesday to try to end pro-democracy protests that have gripped the southern Chinese city for more than three weeks, though chances of success are slim given the vast differences between the two sides. (AP Photo/Vincent Yu)"
Washington,"[240/9/317]",20141205,201938+0000,"A protestor raises his fist as he and others take part in a four and-a-half minute \"die-in\" while blocking an intersection in downtown  Washington, Friday, Dec. 5, 2014, during a demonstration against the deaths of two unarmed black men at the hands of white police officers in New York City and Ferguson, Mo.  (AP Photo/Cliff Owen)"
Washington,"[240/9/317]",20140802,135138+0000,"Palestinian-American Tariq Abu Khdeir marches with other demonstrators in Washington, Saturday, Aug. 2, 2014, in support of ending violence in Gaza. The teenager from Florida was arrested, and he says beaten, by Israeli security forces. (AP Photo/Jose Luis Magana)"
Hong Kong,"[102]",20141130,223630+0000,"Police officers stand guard against protesters outside government headquarters in Hong Kong Sunday, Nov. 30, 2014.Hundreds of pro-democracy protesters faced off with Hong Kong police late Sunday, stepping up their movement for genuine democratic reforms after being camped out on the city's streets for more than two months.Student protest leaders on Sunday night told a big crowd rallying at the main protest site outside government headquarters that they would escalate their campaign by surrounding the building. (AP Photo/Vincent Yu)"
Hong Kong,"[102]",20141021,204105+0000,"Occupy Central civil disobedience movement founder Chan Kin-man, right, and student leaders from second right, Nathan Law, Alex Chow, Joshua Wong, Lester Shum and Eason Chung, leave the news conference after their talks with the Hong Kong government officials in Hong Kong Tuesday, Oct. 21, 2014. Hong Kong student leaders and government officials held talks Tuesday to end pro-democracy protests now in their fourth week even as the city's Beijing-backed leader reaffirmed his unwillingness to compromise on the activists' key demand. (AP Photo/Kin Cheung)"
Hong Kong,"[102]",20141019,001658+0000,"Riot police officers try to stop protesters from moving forward on a pro-democracy protest encampment  in the Mong Kok district of Hong Kong early Sunday, Oct. 19, 2014. Hong Kong riot police battled with thousands of pro-democracy protesters for control of the city's streets Saturday, using pepper spray and batons to hold back defiant activists who returned to a protest zone that officers had partially cleared. (AP Photo/Vincent Yu)"
Hong Kong,"[102]",20141024,220411+0000,"A pro-democracy protester dressed as Spider-man, walks holding a yellow umbrella, near the occupied area in the Mong Kok district of Hong Kong, Friday, Oct. 24, 2014. Pro-democracy protesters in Hong Kong plan to hold a spot referendum Sunday on whether to stay in the streets or accept government offers for more talks and clear their protest camps. (AP Photo/Kin Cheung)"
Peshawar,"[170/5/17]",20150118,131157+0000,"Members of United Christian Movement chant slogans during demonstration against caricatures published in French magazine Charlie Hebdo, in Peshawar, Pakistan, Sunday, Jan. 18, 2015.  Dozens of people of Pakistani Christian community demonstrated in Peshawar against the satirical newspaper Charlie Hebdo and its publication of cartoons depicting the Prophet Muhammad. (AP Photo/Muhammad Sajjad)"
London,"[239/1/103,239/1/100,239/1/109,239/1/46,239/1/34,239/1/32,239/1/45,239/1/14,239/1/56,239/1/31,239/1/89,239/1/50,239/1/54]",20141011,135933+0000,"Demonstrators hold banners in Parliament Square in London, Saturday, Oct. 11, 2014. Demonstrators were calling for support of the Kurdish resistance against the Islamic State group in Kobani and Rojava. (AP Photo/Kirsty Wigglesworth)"
Dublin,"[109/6/0]",20141210,165759+0000,"Water tax protesters make their way towards  government buildings in Dublin city centre, Ireland, Wednesday, Dec. 10, 2014.  Thousands of people attended the protest Wednesday in Dublin against the introduction of water tax charges in the Republic of Ireland.  (AP Photo/Peter Morrison)"
Miami,"[240/10/360]",20141204,123433+0000,"People march as they protest for increased minimum wages near a McDonald's restaurant on Thursday, Dec. 4, 2014, in the Little Havana area in Miami. Activists, fast-food workers and others are calling for increasing the minimum wage to $15 per hour and allowing workers to form unions without corporate opposition, as part of nationwide demonstrations. (AP Photo/Alan Diaz)"
New York,"[240/33/1874,240/33/1872,240/33/1854,240/33/1833,240/33/1862]",20141208,202736+0000,"A protestor attends a rally outside the Barclays Center against a grand jury's decision not to indict the police officer involved in the death of Eric Garner, Monday, Dec. 8, 2014, in the Brooklyn borough of New York. Britain's Prince William, the Duke of Cambridge, and Kate, Duchess of Cambridge, not pictured, attended a NBA basketball game between the Cleveland Cavaliers and the Brooklyn Nets at Barclays Center. (AP Photo/John Minchillo)"
Mexico City,"[145/9]",20150211,140708+0000,"Police surround protesting teachers on Paseo de la Reforma as they prepare to drive them back after the teachers blocked one of Mexico City's main boulevards for the third day in a row, Wednesday, Feb. 11, 2015. Thousands of teachers mainly from Oaxaca state have been camped out in the capital since Monday, protesting educational reform approved in 2013 and calling for the payment of wages lost during months of previous protests. (AP Photo/Rebecca Blackwell)"
Seoul,"[211/15]",20150401,152721+0000,"Protesters tear a Japanese rising sun flag during a rally against Japanese Prime Minister Shinzo Abe's policy about South Korean wartime sex slaves from the Japanese government in front of the Japanese Embassy in Seoul, South Korea, Wednesday, April 1, 2015. (AP Photo/Lee Jin-man)"
Montevideo,"[242/10/107]",20150322,210135+0000,"Sen. Lucia Topolansky, a mayoral candidate and wife of former President Jose Mujica, center left, tangos with a woman in a downtown square in Montevideo, Uruguay, Sunday, March 22, 2015. Human rights groups coordinated the dance to protest what happened at an event in the same square last week, when two women dancing were told to leave because lesbians and gays were not welcomed. (AP Photo/Matilde Campodonico)"
Hong Kong,"[102]",20141205,154539+0000,"An protester, right, walks with a group of pro-democracy university professors and staff members, during a demonstration at the occupied area outside government headquarters in Hong Kong Friday, Dec. 5, 2014 as they are against use of force by the police to clear the occupied area. Hong Kong student leaders said Thursday they're considering retreating from protest sites on city streets after more than two months in the latest sign that momentum is fading in their movement for greater democracy. (AP Photo/Kin Cheung)"
Letpadan,"[154/2/9]",20150307,231000+0000,"In this Saturday March 7, 2015 photo, residents go past parked police vehicles with water-canons close to where students protesters stage a sit-in since March 3, in Letpadan, 140 kilometers (90 miles) north of the country's main city Yangon, Myanmar. On Friday, March 6, in another location in Letpadan police cracked down on student protesters opposing Myanmar's new education law, roughly grabbing demonstrators and loading them onto trucks in the third such clampdown in as many days. (AP Photo/Gemunu Amarasinghe)"
Golden,"[240/6/272]",20141002,174419+0000,"Jeffco Public School Board member John Newkirk sits at his desk during a Jefferson County School Board meeting, which heard testimony from members of the public weighing in on the school board's controversial proposal to emphasize patriotism and downplay civil unrest in the teaching of U.S. history, in Golden, Colo., Thursday, Oct. 2, 2014. (AP Photo/Brennan Linsley)"
SeaTac,"[240/48/2971]",20150415,140211+0000,"A protester looks on at a rally for fair wages Wednesday, April 15, 2015, in Seattle. Across the U.S., fast-food and other low-wage workers are calling for protests for a $15 an hour wage in what organizers are calling the biggest ever mobilization of workers. (AP Photo/Elaine Thompson)"
Nairobi,"[118/4/22]",20141125,091355+0000,"Protesters wear masks, the left in the colors of the Kenyan national flag, as they join others carrying mock coffins and red-painted crosses, symbolizing the blood of the 28 non-Muslims singled out and killed in the recent attack on a bus in Mandera by Somali militant group al-Shabab, outside government offices in downtown Nairobi, Kenya Tuesday, Nov. 25, 2014. Demonstrators carried mock coffins and red-painted crosses in Nairobi on Tuesday, a vivid protest demanding the government provide more effective security for ordinary Kenyans and a memorial for the hundreds of Kenyans killed in recent terror attacks, as pressure builds on the government to halt a steady onslaught of gunfire and grenade assaults. (AP Photo/Ben Curtis)"
Arvada,"[240/6/272]",20140923,114504+0000,"Pamona High School student Tori Suyak holds a sign up to a passing motorist in an intersection near her school, during a multi-school protest against a Jefferson County School Board proposal to emphasize patriotism and downplay civil unrest in the teaching of U.S. history, in Arvada, Colo., Tuesday, Sept. 23, 2014. Students from several high schools walked out of class Tuesday in the second straight day of protests in Jefferson County. (AP Photo/Brennan Linsley)"
Hong Kong,"[102]",20141019,010550+0000,"Local residents look out the window at a subway entrance near a pro-democracy protest encampment in the Mong Kok district of Hong Kong early Sunday, Oct. 19, 2014. Hong Kong riot police battled with thousands of pro-democracy protesters for control of the city's streets Saturday, using pepper spray and batons to hold back defiant activists who returned to a protest zone that officers had partially cleared. (AP Photo/Vincent Yu)"
Letpadan,"[154/2/9]",20150303,183558+0000,"Student protesters shout slogans during a protest march in Letpadan, north of Yangon, Myanmar, Tuesday, Mar. 3. 2015. Hundreds of police formed a human chain around student protesters who were staging a sit-in on a road Tuesday after being blocked from marching to Yangon, Myanmar's biggest city, to protest a newly passed law that they say curbs academic freedom. (AP Photo/Gemunu Amarasinghe)"
Port-au-Prince,"[99/8/33]",20150213,132510+0000,"A protester holds stones at the ready during a protest demanding the government lower fuel prices, in Port-au-Prince, Haiti, Friday, Feb. 13, 2015. Students marched through Haiti's capital to demand lower gas prices and the ouster of President Michel Martelly. (AP Photo/Dieu Nalio Chery)"
Hong Kong,"[102]",20140928,160845+0000,"Thousands of people block a main road to the financial central district outside the government headquarters in Hong Kong, Sunday, Sept. 28, 2014. Hong Kong activists kicked off a long-threatened mass civil disobedience protest Sunday to challenge Beijing over restrictions on voting reforms, escalating the battle for democracy in the former British colony after police arrested dozens of student demonstrators. (AP Photo/Vincent Yu)"
New York,"[240/33/1874,240/33/1872,240/33/1854,240/33/1833,240/33/1862]",20140922,155213+0000,"Police officers attempt to secure a barricade blocking protestors from Wall Street during a march demanding action on climate change and corporate greed, Monday, Sept. 22, 2014, a day after a huge climate march in New York. (AP Photo/John Minchillo)"
Pocheon,"[211/8/97]",20150403,144508+0000,"A resident has his head shaved during a rally to oppose the live firing drills of the U.S. Forces near the U.S. Army's Rodriguez range in Pocheon, South Korea, Friday, April 3, 2015. An artillery shell that strayed from a U.S. military shooting range, March 28, landed on the roof of a civilian residence, according to Yonhap news agency. No casualties were reported, although two people were transported to a hospital and treated for shock. (AP Photo/Ahn Young-joon)"
New York,"[240/33/1874,240/33/1872,240/33/1854,240/33/1833,240/33/1862]",20150113,134446+0000,"Supporters listen during a pro-police rally and press conference outside Queens Borough Hall, Tuesday, Jan. 13, 2015, in New York. Called \"Support Your Local Police,\" the rally is one of a series of city-wide nonpartisan pro-NYPD rallies organized by retired NYPD Captain Joe Concannon.  (AP Photo/Bebeto Matthews)"
Washington,"[240/9/317]",20140828,135018+0000,"Demonstrators are arrested outside the White House in Washington on Thursday, Aug. 28, 2014 during a rally calling for President Barack Obama to stop deportations of migrants in the country illegally and to make a decision on how to provide relief for immigrant families. U.S. Park Police said 145 people were arrested. (AP Photo/Jose Luis Magana)"
London,"[239/1/103,239/1/100,239/1/109,239/1/46,239/1/34,239/1/32,239/1/45,239/1/14,239/1/56,239/1/31,239/1/89,239/1/50,239/1/54]",20150211,203832+0000,"Protesters hold placards and banners as they gather for a rally to show solidarity with Greece in central London, Wednesday, Feb. 11, 2015. The placard left reads in Greek: 'Greece, we are with you'. Dozens of protesters gathered in support of the new government and the anti-austerity movement in Greece. (AP Photo/Lefteris Pitarakis)"
Hong Kong,"[102]",20141019,001158+0000,"Riot police officers try to stop a pro-democracy protest encampment from being set up in the Mong Kok district of Hong Kong early Sunday, Oct. 19, 2014. Hong Kong riot police battled with thousands of pro-democracy protesters for control of the city's streets Saturday, using pepper spray and batons to hold back defiant activists who returned to a protest zone that officers had partially cleared. (AP Photo/Vincent Yu)"
Seattle,"[240/48/2971]",20141208,174128+0000,"Police with wooden sticks stand guard, Monday, Dec. 8, 2014, after they cleared a group of protesters out who had stopped traffic at 4th and Pine in downtown Seattle during a demonstration against the decisions not to indict police officers who who killed men in Ferguson, Missouri and New York. Despite the blocking of the street, the protests Monday were generally peaceful.(AP Photo/Ted S. Warren)"
Cape Town,"[209/10/319]",20140809,122743+0000,"A baby of a Palestinian supporter, with a of cloth, with a slogan on it   attends a rally against the Israeli occupation of the Palestinian territories in Cape Town, South Africa, Saturday, Aug. 9, 2014. Thousands of anti-Israel protestors took to the streets marching on the South African parliament building to protest against Israeli occupation and strikes on Gaza, in recent time. (AP Photo/Schalk van Zuydam)"
Jefferson City,"[240/26/1500,240/26/1512]",20141205,133135+0000,"NAACP President Cornell Brooks speaks in the Missouri Capitol rotunda after finishing a 7-day march Friday, Dec. 5, 2014, in Jefferson City, Mo. Scores of people, including Brooks, finished their 130-mile \"Journey for Justice\" march from  the St. Louis suburb of Ferguson to protest the police shooting of Michael Brown. (AP Photo/Jeff Roberson)"
Hong Kong,"[102]",20140928,202049+0000,"Student protesters mixed with expatriates stand off with police in an entertainment area in Hong Kong, late Sunday, Sept. 28, 2014. A tense standoff between thousands of Hong Kong pro-democracy protesters and police warning of a crackdown spiraled into an extraordinary scene of chaos Sunday as the crowd jammed a busy road and clashed with officers wielding pepper spray. (AP Photo/Wally Santana)"
Port-au-Prince,"[99/8/33]",20150117,151118+0000,"A man knots a makeshift tourniquet to help stop the bleeding of a protester who was shot in the leg after clashes broke out with national police during a demonstration to demand the resignation of President Michel Martelly, in Port-au-Prince, Haiti. Saturday, Jan. 17, 2015. The protest was the latest in a series of demonstrations demanding Martelly leave office before his term expires next year.( AP Photo/Dieu Nalio Chery)"
Hong Kong,"[102]",20141006,060445+0000,"Pedestrians walk past sleeping pro-democracy student protesters on the occupied roads surrounding the government complex in Hong Kong, Monday, Oct. 6, 2014. Hong Kong's civil servants returned to work and schools were reopening Monday as a massive pro-democracy protest that has occupied much of the city center for the week dwindled. (AP Photo/Wally Santana)"
Hong Kong,"[102]",20140928,202211+0000,"Student protesters mixed with expatriates cause police to retreat in an entertainment area in Hong Kong, late Sunday, Sept. 28, 2014. A tense standoff between thousands of Hong Kong pro-democracy protesters and police warning of a crackdown spiraled into an extraordinary scene of chaos Sunday as the crowd jammed a busy road and clashed with officers wielding pepper spray. (AP Photo/Wally Santana)"
Hong Kong,"[102]",20141021,175054+0000,"Student leaders from the Hong Kong Federation of Students, from right to left,  General Secretary Eason Chung, Deputy Secretary-General Lester Shum, Secretary-General Alex Chow, Council Members Nathan Law and Yvonne Leung attend a photo call before their talks with the Hong Kong government officials in Hong Kong Tuesday, Oct. 21, 2014. Hong Kong officials and student leaders hold talks Tuesday to try to end pro-democracy protests that have gripped the southern Chinese city for more than three weeks, though chances of success are slim given the vast differences between the two sides.(AP Photo/Kin Cheung)"
Washington,"[240/9/317]",20141205,213646+0000,"Protestors argue with Metropolitan Police officers while they block an intersection in downtown Washington, Friday, Dec. 5, 2014. during a demonstration against the deaths of two unarmed black men at the hands of white police officers in New York City and Ferguson, Mo.  (AP Photo/Cliff Owen)"
Miami,"[240/10/360]",20140515,131502+0000,"McDonald's worker Selmira Wilson joins the fast food workers' protest in Miami, Thursday, May 15, 2014. Calling for higher pay and the right to form a union without retaliation, fast-food chain workers protested Thursday as part of a wave of strikes and protests in 150 cities across the U.S. and 33 additional countries on six continents. (AP Photo/J Pat Carter)"
Brasilia,"[32/1/3]",20150303,161150+0000,"Judiciary employees honk their noisemakers demanding better working conditions and higher salaries during a protest in front of the Brazilian Supreme Court, in Brasilia, Brazil, Tuesday, March 3, 2015.  (AP Photo/Eraldo Peres))"
Hong Kong,"[102]",20141017,211451+0000,"A protester is taken away by police officers at a main road in the Mong Kok district of Hong Kong, Friday, Oct. 17, 2014. New scuffles broke out Friday night between Hong Kong riot police and pro-democracy activists in a district where police cleared protesters earlier in the day. The chaotic scenes unfolded hours after police moved in to clear tents, canopies and barricades at Mong Kok, a smaller protest zone across Victoria Harbor from the main occupied area in the heart of the financial district. (AP Photo/Vincent Yu)"
Seattle,"[240/48/2971]",20141208,174117+0000,"Police with wooden sticks stand guard, Monday, Dec. 8, 2014, after they cleared a group of protesters out who had stopped traffic at 4th and Pine in downtown Seattle during a demonstration against the decisions not to indict police officers who who killed men in Ferguson, Missouri and New York. Despite the blocking of the street, the protests Monday were generally peaceful.(AP Photo/Ted S. Warren)"
Ankara,"[232/7]",20141209,145019+0000,"Members of the main opposition Republican People's Party hold a banner with a cartoon depicting President Recep Tayyip Erdogan as an Ottoman sultan that reads \"  Contemporary education is under threat\" as they march to the Education Ministry to protest against the government's education policies, after Turkey's education council has proposed compulsory religious classes for young children, in Ankara, Turkey, Tuesday, Dec. 9, 2014. Critics say that Erdogan is trying to create a more \"Islamic youth.\" (AP Photo)"
Port-au-Prince,"[99/8/33]",20150123,131631+0000,"A protester holds up a banner with the image of former President Jean Bertrand Aristide with text in Creole that reads \"You persecute him, you persecute us,\" during a protest to demand the resignation of President Michel Martelly in Port-au-Prince,  Haiti, Friday, Jan. 23, 2015. The hardline opposition to Martelly has promised a wave of intensified street protests to try and pressure him from office. Martelly took power in 2011 and is due to leave next year. (AP Photo/Dieu Nalio Chery)"
Hong Kong,"[102]",20141012,085722+0000,"A protester sleeps on a main road in the occupied areas by pro-democracy demontrators at Hong Kong's Mongkok district, Sunday, Oct. 12, 2014. Students leading pro-democracy protests in Hong Kong issued an open letter Saturday to Chinese President Xi Jinping, urging him to consider political reforms in the city and blaming the city's unpopular leader for the demonstrations.  (AP Photo/Kin Cheung)"
New Delhi,"[105/10/121]",20150406,131208+0000,"An Indian construction worker rests during a protest near the Indian Parliament in New Delhi, India, Monday, April 6, 2015. Hundreds of workers gathered to demand proper implementation of the all India building and construction workers act in all the states amid other demands. (AP Photo/Manish Swarup)"
Port-au-Prince,"[99/8/33]",20141218,142834+0000,"Anti-government demonstrators walk in the street during a protest calling for the resignation of Haiti's President Michel Martelly in Port-au-Prince, Haiti, Thursday, Dec. 18, 2014. President Martelly met Wednesday with opposition leaders in a bid to stabilize the politically fractious country as pressure mounted on him to appoint an interim prime minister. ( AP Photo/Dieu Nalio Chery)"
Athens,"[89/2/6]",20150416,173049+0000,"Riot police with their shields covered with red paint, take cover during a rally in front of the Athens University, which is under occupation by protesters, in Athens, Thursday, April 16, 2015.  Leftist and anarchist groups seeking the abolition of new maximum security prisons, clashed in central Athens Thursday with riot police, who responded with tear gas and stun grenades.  (AP Photo/Yorgos Karahalis)"
Srinagar,"[105/15/192]",20150410,133028+0000,"Supporters of Jammu and Kashmir Liberation Front (JKLF) shout slogans against India during a protest march in Srinagar, Indian controlled Kashmir, Friday, April 10, 2015. Protests and clashes erupted Friday against government plan to build townships for displaced Kashmiri Hindus who fled the Muslim-majority areas of the disputed Himalayan region with the onset of armed rebellion against Indian rule. (AP Photo/Dar Yasin)"
Barcelona,"[213/6/27]",20141007,131221+0000,"Students protest during a strike against the financial cuts to education in Barcelona, Spain, Tuesday, Oct. 7, 2014, Spain. Students took part in a general strike to protest government education reform and cutbacks plan. (AP Photo/Manu Fernandez)"
Lisbon,"[180/12/171]",20150305,113053+0000,"French music teacher Catherine Strynckx, right, holds an outdoor class with her student at the Camoes square in Lisbon, Portugal, Thursday, March 5, 2015. Students and teachers of the National School of Music held their classes at the square protesting about the dilapidated conditions of the building of the school demanding its restoration to the Portuguese Education Ministry. (AP Photo/Francisco Seco)"
Detroit,"[240/23/1315]",20140904,050445+0000,"Protesters block traffic on Mack Avenue in Detroit as part of a national protest to push fast-food chains to pay their employees at least $15 an hour Thursday, Sept. 4, 2014. Hundreds of workers from McDonald's, Taco Bell, Wendy's and other fast-food chains are expected to walk off their jobs Thursday, according to labor organizers of the latest national protest to push the companies to pay their employees at least $15 an hour.  (AP Photo/Paul Sancya)"
